title,name,likes,tags,commentsCount,comments,makes,remixes,apps,date,url,id,img
wolf ice,Vynir974,7,['wolf'],0,[],0,0,6,"by Vynir974 January 30, 2023",https://www.thingiverse.com/thing:5822418,5822418,https://cdn.thingiverse.com/assets/94/fb/d0/e9/e8/card_preview_0f586c6c-0860-4643-bc3e-86142f258829.png
BOTL OPNR - the soda bottle helper fridge magnet!,revere521,7,"['Bottle cap', 'bottle opener', 'kitchen tool', 'soda bottle', 'tool']",2,"[[""And Spelt In a Way, Most People Probably Won't See a Spelling Error. LOL!"", ""Simplified tasks require simplified words .... It's phonetic! ... and streamlined :)""]]",0,0,4,"by revere521 February 07, 2023",https://www.thingiverse.com/thing:5840622,5840622,https://cdn.thingiverse.com/assets/7c/19/8e/a9/eb/card_preview_41cb484a-98b2-4851-9d78-68b4904a9bf4.jpg
Anubis stencil 5,Longquang,7,"['Ancient Egypt', 'anubis', 'Egypt', 'Egyptian', 'egyptian god', 'egytian', 'jackal', 'stencil']",0,[],0,0,6,"by Longquang February 08, 2023",https://www.thingiverse.com/thing:5496646,5496646,https://cdn.thingiverse.com/assets/ca/7a/89/2a/2b/card_preview_a8e0fdb4-aa9a-4a7e-bb7e-4928615395bd.jpg
Universal Ram mount (1inch),HellRzR,7,[],0,[],0,0,6,"by HellRzR February 07, 2023",https://www.thingiverse.com/thing:5839891,5839891,https://cdn.thingiverse.com/assets/ce/e1/32/b1/db/card_preview_ecc68b30-7d4d-4da3-96ed-a965ea5ef87c.png
Ender 3 X Gantry Leveling/Alignment Tool,eric-anastas,7,"['creality ender 3', 'Ender', 'Ender 3', 'gantry', 'leveling', 'x gantry']",0,[],0,0,6,"by eric-anastas February 07, 2023",https://www.thingiverse.com/thing:5839744,5839744,https://cdn.thingiverse.com/assets/5e/43/86/de/c0/card_preview_154e657e-25d3-46d4-9490-f093371aa3e4.jpg
Simple Little Dice,Exeds,7,"['dice', 'fun', 'simple']",0,[],0,0,6,"by Exeds January 23, 2023",https://www.thingiverse.com/thing:5806922,5806922,https://cdn.thingiverse.com/assets/ef/d5/39/79/81/card_preview_699520e0-f23a-42bf-97fd-f244f936c69e.png
Fireplace Style 2,SteveMiniCreations,7,"['dollhouse', 'fireplace', 'miniture']",0,[],0,0,6,"by SteveMiniCreations January 27, 2023",https://www.thingiverse.com/thing:5816124,5816124,https://cdn.thingiverse.com/assets/7f/24/97/ef/8d/card_preview_f4dbd5ef-fefe-44f6-8907-ca456cdfe993.png
Ikea Lack enclosure,PJP_innovation,7,"['3d printer enclosure', 'enclosure', 'ikea', 'ikea lack', 'lack']",0,[],0,0,4,"by PJP_innovation February 07, 2023",https://www.thingiverse.com/thing:5838540,5838540,https://cdn.thingiverse.com/assets/a0/ab/a7/cf/ae/card_preview_d2680dc4-80f1-4d3e-9d56-2ff6d6b516a7.jpeg
Ships of the Starfleet Museum: Romulan ships of the Earth-Romulan War,CaptainMojo,7,"['cabbage', 'Chowder', 'Clavicle', 'earth romulan war', 'kit bash', 'masao okazaki', 'miniatures', 'model parts kit', 'Pre-TOS', 'Romulan', 'Spaceship', 'Star Trek', 'Starfleet Museum', 'starship', 'toy', 'vehicles']",0,[],0,0,6,"by CaptainMojo February 06, 2023",https://www.thingiverse.com/thing:5837073,5837073,https://cdn.thingiverse.com/assets/43/41/59/63/ae/card_preview_f245b22c-948d-46e0-8f84-0480a9518a16.png
Seedling Transplant Tongs,dp86,7,"['seedling tray', 'seed starter', 'seed tray', 'Starter Tray', 'tong']",0,[],0,0,6,"by dp86 January 30, 2023",https://www.thingiverse.com/thing:5822401,5822401,https://cdn.thingiverse.com/assets/26/c0/97/f9/29/card_preview_50172408-68d2-487d-93c2-90dd930dba8e.jpg
Taco Croc Charm,mexicanchingchong,7,"['accessories', 'charm', 'cool', 'croc', 'croc charm', 'Croc charms', 'fun', 'funny', 'Hispanic', 'mexican', 'taco']",0,[],0,0,6,"by mexicanchingchong February 14, 2023",https://www.thingiverse.com/thing:5855540,5855540,https://cdn.thingiverse.com/assets/e6/89/21/e9/f5/card_preview_83f8cea0-c699-49b6-891f-9964080b3dea.png
Paper Bird,mi_replica_3d,7,[],0,[],0,0,6,"by mi_replica_3d February 08, 2023",https://www.thingiverse.com/thing:5840662,5840662,https://cdn.thingiverse.com/assets/6b/aa/e4/0d/28/card_preview_898a54c6-8341-43c1-8b18-7bef002cf79a.jpg
DUPLO,liricol,7,[],0,[],0,0,4,"by liricol February 05, 2023",https://www.thingiverse.com/thing:5836716,5836716,https://cdn.thingiverse.com/assets/13/cd/05/96/73/card_preview_81261045-c375-4b77-a224-c262f7fd8a40.png
MK3 Supra Cup Holder,bbilodeau,7,"['bottle holder', 'cup holder', 'soda can holder', 'Supra MkIII']",0,[],0,0,6,"by bbilodeau January 22, 2023",https://www.thingiverse.com/thing:5802791,5802791,https://cdn.thingiverse.com/assets/a4/71/2f/2d/9d/card_preview_16dcdb36-378d-4b05-9179-c4da9e1430ae.JPG
Glock Mag Pouch - variable retention - Higher,Deagle50,7,"['airsoft', 'glock', 'glock magazine', 'magazine']",0,[],0,0,6,"by Deagle50 February 10, 2023",https://www.thingiverse.com/thing:5846429,5846429,https://cdn.thingiverse.com/assets/1f/04/cb/e2/2d/card_preview_c563d719-f81d-4934-8e04-c367136b18cb.JPG
Opening Scallop,BasilDemFlint,7,[],0,[],0,0,6,"by BasilDemFlint February 18, 2023",https://www.thingiverse.com/thing:5863300,5863300,https://cdn.thingiverse.com/assets/c1/b5/f7/51/12/card_preview_6a2cf45e-f19b-4aac-bebf-eae480f61ea3.jpg
fully posable robot,Jmv38,7,[],0,[],0,0,4,"by Jmv38 February 17, 2023",https://www.thingiverse.com/thing:5861178,5861178,https://cdn.thingiverse.com/assets/6d/42/01/c7/a0/card_preview_d79b4312-b308-47e4-b43b-42f191e03b5b.jpeg
blue archive saori mask,DBshotgun,7,"['blue archive', 'mask']",0,[],0,0,4,"by DBshotgun February 17, 2023",https://www.thingiverse.com/thing:5860011,5860011,https://cdn.thingiverse.com/assets/c3/6b/b4/42/b6/card_preview_d26e3c90-9213-42f8-ab1c-370252c3c039.jpg
Gopro tray v2,motoman135,7,"['camera rig', 'cinematography', 'film rig', 'GoPro', 'GoPro Mount', 'handle', 'scuba diving', 'tray']",0,[],0,0,6,"by motoman135 February 16, 2023",https://www.thingiverse.com/thing:5853624,5853624,https://cdn.thingiverse.com/assets/87/8b/3b/10/90/card_preview_c2f41c84-7276-4f6b-ad1b-6dcc96b0e806.png
Jewelry stand,daveport,7,[],0,[],0,0,6,"by daveport February 05, 2023",https://www.thingiverse.com/thing:5833901,5833901,https://cdn.thingiverse.com/assets/52/57/20/5f/20/card_preview_a6825399-b332-4a41-997a-12531b332f80.jpg
Hard drive and USB station holder,Mprintdesigns,7,"['cable', 'cable holder', 'cable management', 'drive', 'harddisk', 'harddrive', 'hard drive', 'holder', 'Seagate', 'seagate expansion', 'usbstation', 'usb hub', 'usb station']",0,[],0,0,4,"by Mprintdesigns January 29, 2023",https://www.thingiverse.com/thing:5817890,5817890,https://cdn.thingiverse.com/assets/4f/f4/73/34/52/card_preview_513cfdd9-734d-43c8-a791-437feb082186.jpg
Cable Tidy (20x20x4mm) XTool Pro D1,Rich-Newley,7,"['cable management', 'holder', 'plastic']",0,[],0,0,6,"by Rich-Newley February 04, 2023",https://www.thingiverse.com/thing:5803070,5803070,https://cdn.thingiverse.com/assets/08/1b/37/e3/aa/card_preview_13099d7f-19e7-4f58-b93c-2da29e097bef.png
Blowgun mouthpiece .75,EthanAdee,7,"['Brita', 'container', 'flask']",0,[],0,0,6,"by EthanAdee January 23, 2023",https://www.thingiverse.com/thing:5808073,5808073,https://cdn.thingiverse.com/assets/de/27/c6/f4/96/card_preview_f9763790-aa9f-4d89-9bcb-1b9233482599.png
Famous sake carton plastic model kit,gangi_man,7,"['kit', 'plastic model', 'sake']",0,[],0,0,6,"by gangi_man February 06, 2023",https://www.thingiverse.com/thing:5833899,5833899,https://cdn.thingiverse.com/assets/94/7f/96/b8/ec/card_preview_cdf74695-269c-46c5-8764-3a3a3ce50b58.jpg
Pistachio castle V2 - Mason Jar 70mm,Senior55,7,"['alimentaire', 'apro', 'bocal', 'bowl', 'castel', 'chateau', 'cute', 'food', 'Franc', 'free', 'mason', 'mason jar', 'naked', 'nude', 'pistache', 'pistachio', 'porn', 'pot', 'sex', 'sexe', 'sexy', 'tour', 'tower']",0,[],0,0,4,"by Senior55 February 20, 2023",https://www.thingiverse.com/thing:5866460,5866460,https://cdn.thingiverse.com/assets/25/b5/ca/5f/57/card_preview_e3b78485-1977-425b-964d-48ab1aef5848.jpg
floral decor (wall decor - coaster - medal),abanobblackbox,7,"['coaster', 'decor', 'Decoration', 'decorative', 'drink coaster', 'Floral', 'Medal', 'wall']",0,[],0,0,4,"by abanobblackbox February 09, 2023",https://www.thingiverse.com/thing:5844159,5844159,https://cdn.thingiverse.com/assets/22/2d/62/87/cf/card_preview_0d7706b2-eb4a-47a2-b521-6959cf621abc.png
Pythagorean Cup #2 (without center pole),asimomagic,7,"['Educational Toy', 'joke goods', 'joke goods japan', 'Pythagoras', 'pythagoras cup', 'Pythagorean cup', 'science education', 'siphon', 'tea cup', 'toy']",0,[],0,0,4,"by asimomagic February 18, 2023",https://www.thingiverse.com/thing:5859929,5859929,https://cdn.thingiverse.com/assets/f2/82/da/13/51/card_preview_36e1d522-7efd-415b-8fb4-f9304ee378c6.PNG
IKEA Skadis Electric Screwdriver Holder,tctx1979,7,"['ikea', 'IKEA Skadis', 'pegboard', 'pegboard tools', 'screwdriver holder']",0,[],0,0,6,"by tctx1979 February 15, 2023",https://www.thingiverse.com/thing:5855844,5855844,https://cdn.thingiverse.com/assets/53/c3/18/b9/7c/card_preview_da2703aa-c23b-42c0-a8a9-48d8fe790afd.jpeg
DECORATİVE GLASS,ibrahimnadi,7,[],0,[],0,0,3,"by ibrahimnadi February 06, 2023",https://www.thingiverse.com/thing:5839107,5839107,https://cdn.thingiverse.com/assets/ac/31/9b/84/45/card_preview_85ac3b69-b357-4607-aa6a-b8922043ae6a.png
FOLDABLE PHONE STAND,picharmi,7,[],0,[],0,0,6,"by picharmi February 17, 2023",https://www.thingiverse.com/thing:5859827,5859827,https://cdn.thingiverse.com/assets/e1/8f/db/d0/aa/card_preview_1e363154-9a36-4e6e-8835-4cd3a082bd5c.jpg
UniFi Switch Lite 8 POE : Desktop Stand,jfdl,7,"['Ubiquiti', 'unifi', 'unifi switch']",0,[],0,0,6,"by jfdl February 15, 2023",https://www.thingiverse.com/thing:5856150,5856150,https://cdn.thingiverse.com/assets/5a/92/5a/c4/7e/card_preview_97df8b3c-2800-48ef-920e-3178cf8585b9.jpeg
Ender 3 S1 Pro Glue Stick Holder,psybertech,7,"['elmers glue stick', 'ender 3 s1 pro', 'glue stick', 'Glue stick holder']",0,[],0,0,4,"by psybertech February 10, 2023",https://www.thingiverse.com/thing:5845670,5845670,https://cdn.thingiverse.com/assets/e4/12/7b/15/d1/card_preview_a75cbb14-b7b0-4b3c-b24c-7810efdaf469.jpg
Jedi Temple Diorama Wall,AxeKando,7,"['112 scale', 'diorama', 'Hasbro Black Series', 'jedi temple', 'star wars']",0,[],1,0,6,"by AxeKando February 16, 2023",https://www.thingiverse.com/thing:5858876,5858876,https://cdn.thingiverse.com/assets/f1/82/33/e5/10/card_preview_1cb69ff7-17de-4629-944c-8cf5a8fa8bb2.jpeg
Support de forets,Letmeknow,7,[],0,[],0,0,6,"by Letmeknow February 01, 2023",https://www.thingiverse.com/thing:5826864,5826864,https://cdn.thingiverse.com/assets/9c/6c/b7/1a/da/card_preview_2119505e-5e6f-4da5-a77c-9973687d9d70.jpg
Kaws with correct supports for cleaner print,CjtheprintingDJ,7,"['collectible', 'computer', 'Computer Accessories', 'cool', 'drive', 'fashion', 'harddrive', 'hard drive', 'hard drive mount', 'holder', 'kaws', 'kaws companion', 'mount', 'SSD Adapter', 'stand', 'toy']",1,[['print came out perfect i had tried some of the other kaws figures out there and could not get this to work. Thank you']],0,0,6,"by CjtheprintingDJ January 24, 2023",https://www.thingiverse.com/thing:5810351,5810351,https://cdn.thingiverse.com/assets/c1/0e/56/3b/3c/card_preview_f9d79078-843f-4e8e-8c55-a88ed5bcfa62.png
Modular 12mm sci-fi buildings,ProfessorChubbs,7,"['12mm', 'building', 'Heavy gear', 'modular', 'wargame terrain']",0,[],0,0,6,"by ProfessorChubbs February 13, 2023",https://www.thingiverse.com/thing:5853041,5853041,https://cdn.thingiverse.com/assets/d1/4d/69/0a/48/card_preview_0eb297f1-844e-4053-9b32-329f2ce274f1.jpg
Geralt of Rivia Cat School,Admine465,6,"['Cat school', 'Geralt of Rivia', 'Witcher']",0,[],0,0,4,"by Admine465 January 22, 2023",https://www.thingiverse.com/thing:5805793,5805793,https://cdn.thingiverse.com/assets/70/35/8f/cb/54/card_preview_d64ed8a1-b1e5-4937-ae0d-d089d4cc0c36.png
Printer light bar mount,spitfire1337,6,"['container', 'holder']",0,[],0,0,6,"by spitfire1337 January 23, 2023",https://www.thingiverse.com/thing:5806614,5806614,https://cdn.thingiverse.com/assets/a1/fa/a4/21/4a/card_preview_692e6dfa-f1bf-4cee-b0ac-ecd2643a713d.png
cathedral build set - terrain,jimjimjimmyjim,6,['Terrain'],0,[],0,0,6,"by jimjimjimmyjim January 31, 2023",https://www.thingiverse.com/thing:5824499,5824499,https://cdn.thingiverse.com/assets/3b/25/50/9a/a0/card_preview_b79456fe-91c9-4d02-9dd7-d24e27f99eca.png
Spare ears for remote dog K9 from Doctor Who,andypl,6,"['doctor who', 'K9 dog', 'remote controlled', 'Robot dog', 'spare part']",0,[],0,0,0,"by andypl January 25, 2023",https://www.thingiverse.com/thing:5811642,5811642,https://cdn.thingiverse.com/assets/31/42/8a/ab/7a/card_preview_b4e2affa-a255-4682-9e66-10abcca1783c.jpg
VW Citi Golf wheel hub,Al3x12,6,"['car', 'vw golf']",0,[],0,0,6,"by Al3x12 January 28, 2023",https://www.thingiverse.com/thing:5817589,5817589,https://cdn.thingiverse.com/assets/c8/24/6c/71/fe/card_preview_de56dfa8-77a8-4045-ba62-cb57aff974b6.png
Pazu's gun/ grenade launcher,icarrin,6,"['castle in the sky', 'grenade launcher', 'gun', 'Pazu', 'studio ghibli']",1,[['This is class!']],0,0,6,"by icarrin January 28, 2023",https://www.thingiverse.com/thing:5818897,5818897,https://cdn.thingiverse.com/assets/d4/90/5a/14/1d/card_preview_1c312c42-7251-405b-a051-b98da458eb33.png
Kenner M.A.S.K. Stiletto windshield and bomb,Evo626,6,"['Kenner', 'mask', 'stiletto']",0,[],0,0,6,"by Evo626 January 29, 2023",https://www.thingiverse.com/thing:5819113,5819113,https://cdn.thingiverse.com/assets/29/61/1c/8b/76/card_preview_29e6c611-19c3-4907-8d52-b8191e42e85e.png
Flatminis Continued - Wednesday Addams,TXherald,6,"['addams', 'addams family', 'dnd', 'dnd mini', 'dnd miniature', 'dungeons and dragons', 'flatmini', 'flatminis', 'flatminis continued', 'human', 'necromancer', 'netflix', 'Oracle', 'pathfinder', 'pathfinder 2e', 'psychic', 'sorcerer', 'sorceress', 'undead', 'wednesday', 'Wednesday addams', 'wizard']",1,[['thank you so much! My grandaughter will love this']],0,0,4,"by TXherald February 03, 2023",https://www.thingiverse.com/thing:5831641,5831641,https://cdn.thingiverse.com/assets/60/b4/34/32/69/card_preview_2dc2385c-f6b3-440e-8a18-f154717c4c9e.png
Mobile phone stand,Bilby,6,[],0,[],0,0,6,"by Bilby January 30, 2023",https://www.thingiverse.com/thing:5821817,5821817,https://cdn.thingiverse.com/assets/68/fd/27/17/fa/card_preview_b9a6d645-14f8-47ee-a817-398b846914d9.png
Replacement Castor Wheel,loucks,6,[],0,[],0,0,6,"by loucks January 30, 2023",https://www.thingiverse.com/thing:5821655,5821655,https://cdn.thingiverse.com/assets/5a/ce/fb/78/62/card_preview_511f3884-98f9-475d-81d1-13c9c3a4177b.png
LASERS!,Siberian_troll,6,['american mecha'],0,[],0,0,4,"by Siberian_troll February 06, 2023",https://www.thingiverse.com/thing:5837417,5837417,https://cdn.thingiverse.com/assets/0d/2a/2f/9d/d4/card_preview_1732fbc0-2f3c-49af-9bf6-9317f9a079a7.png
Nerf Rival Pilot Flypoint Replacement Frontend,RedCowl,6,[],0,[],0,1,4,"by RedCowl February 06, 2023",https://www.thingiverse.com/thing:5837327,5837327,https://cdn.thingiverse.com/assets/0a/f1/74/aa/d6/card_preview_53d5f8bc-c3dc-4f08-b198-e6543af1d60c.png
inquisimunda hall ways,jimjimjimmyjim,6,[],0,[],0,0,6,"by jimjimjimmyjim February 13, 2023",https://www.thingiverse.com/thing:5851663,5851663,https://cdn.thingiverse.com/assets/53/38/21/9d/cc/card_preview_7edaab3a-655a-40f4-8fcd-78f126da2d5d.png
Drop wave,nikc68,6,"['Brita', 'container', 'flask']",0,[],0,0,4,"by nikc68 January 23, 2023",https://www.thingiverse.com/thing:5806859,5806859,https://cdn.thingiverse.com/assets/3e/3a/ec/3b/c3/card_preview_907dc4c6-f97e-4139-a105-92472c97b9dd.png
TRX4m shackle,troycc,6,[],0,[],0,0,6,"by troycc January 31, 2023",https://www.thingiverse.com/thing:5823840,5823840,https://cdn.thingiverse.com/assets/d5/f4/9e/49/ee/card_preview_b558d71b-3b91-4421-8030-7ca032c868e9.png
Haslab Spengler Pack Alice Top Spacer - Taller Version,jonogunn,6,"['alice frame spacer', 'container', 'holder']",0,[],0,0,6,"by jonogunn January 22, 2023",https://www.thingiverse.com/thing:5804877,5804877,https://cdn.thingiverse.com/assets/6c/5b/24/bc/73/card_preview_ad27af38-a4bc-45a5-9329-4f5265315db5.png
Clamp cable management,Thrathius,6,"['cable management', 'clamp']",0,[],0,0,6,"by Thrathius January 30, 2023",https://www.thingiverse.com/thing:5823439,5823439,https://cdn.thingiverse.com/assets/71/11/37/11/85/card_preview_476cbabe-403e-448c-b3b1-bb45a602898c.png
Snap Fit Case for Feather RP2040 Scorpio,adafruit,6,"['adafruit', 'arduino', 'case', 'enclosure', 'Raspberry Pi', 'rp2040', 'Snap Fit']",0,[],0,0,6,"by adafruit January 25, 2023",https://www.thingiverse.com/thing:5811745,5811745,https://cdn.thingiverse.com/assets/4d/80/41/1f/cd/card_preview_b9793212-730f-40a8-920a-73c60fcbf3d9.png
Fleet Commander - Dune/Arrakis,Bastol,6,"['Battlefleet Gothic', 'bfg', 'boardgames', 'Fleet commander', 'globe', 'miniature', 'miniatures', 'planet', 'scifi', 'scifi terrain', 'Spaceship', 'spacestation', 'star wars', 'starwars', 'tabletop', 'wargaming', 'warhammer 40k']",1,"[['Thanks for the remix! You did it just in time. A few days ago, I re-made this model using a better simplifying method, and enhancing a bit the topography.']]",0,0,0,"by Bastol February 12, 2023",https://www.thingiverse.com/thing:5850171,5850171,https://cdn.thingiverse.com/assets/91/a9/3b/83/da/card_preview_5f2b0357-7b3f-4ce6-96f7-8830fdfebad3.jpeg
PK to RF adapter,lilthree,6,[],0,[],0,0,6,"by lilthree January 31, 2023",https://www.thingiverse.com/thing:5825657,5825657,https://cdn.thingiverse.com/assets/bb/f2/b9/23/31/card_preview_1f07fd0e-7830-4bc8-850b-537400d02121.jpg
Ender 3 V2 Neo X-Limit switch,telhar,6,[],4,"[[""Hi, could you share the original cad? I need to move my x switch closer to the carriage, with this design it's slightly too far away.""], ['Worked great! Thanks!'], ['Is it possible to upload the STEP files?'], ['Comment has been deleted', 'done']]",0,1,6,"by telhar January 31, 2023",https://www.thingiverse.com/thing:5825973,5825973,https://cdn.thingiverse.com/assets/65/4c/d4/85/b6/card_preview_8f03f763-f66b-4ae7-b00e-bfc143eb9b21.png
Aquarium thermometer holder,Zemciko,6,"['aquarium', 'holder', 'thermometer', 'Thermometer holder']",0,[],0,0,4,"by Zemciko January 23, 2023",https://www.thingiverse.com/thing:5807084,5807084,https://cdn.thingiverse.com/assets/e0/a6/62/d7/cf/card_preview_1a7c8969-31cc-407f-af82-be6d2ec12fa4.jpg
Dog stencil 5,Longquang,6,"['animal', 'art', 'dog', 'stencil']",0,[],0,0,6,"by Longquang February 07, 2023",https://www.thingiverse.com/thing:5440581,5440581,https://cdn.thingiverse.com/assets/03/87/81/13/50/card_preview_0db36f37-e715-4703-b3e4-4f0ade3322c6.jpg
SG90 Series Universal Holder,ToonRobotics,6,"['9g servo', 'holder', 'micro servo', 'servo', 'Servo Mount', 'servo sg90', 'sg90', 'SG92R', 'Tower Pro SG90', 'Tower Pro SG92R']",0,[],0,0,6,"by ToonRobotics February 09, 2023",https://www.thingiverse.com/thing:5844089,5844089,https://cdn.thingiverse.com/assets/fb/c4/0a/65/61/card_preview_895f6cb9-4cbd-429f-91ac-1dcbf93c1006.png
planter v2,Dheerajreddy,6,"['container', 'garden', 'holder', 'modern design', 'plant', 'planter', 'pot', 'vase']",0,[],0,0,6,"by Dheerajreddy January 22, 2023",https://www.thingiverse.com/thing:5805323,5805323,https://cdn.thingiverse.com/assets/f9/c1/70/97/18/card_preview_1102c197-610e-4dcf-b31a-63036d9575ae.png
Satsana Ender 3 Fan Duct 5015/4010 for Creality Spider 3.0,Sulfuron41,6,[],5,"[['Im not sure you needed to swap the wiring around, but you might have the first spider 3.0 on here. thank you!', ""I was thinking that, too but I need it regardless haha. trying to get this spider movin'!"", ""It was slightly out of necessity as the silicone sock for the 3.0 is an entirely new design that 1. Can only be installed one way and 2. Only allows the thermistor and heater to be installed on the LH side as the RH side is completely solid silicone.You could always cut the sock, but I didn't want to have to do that. I just wanted a nice, clean installation that worked as intended in case I needed to replace anything. Works great! Hope it works for others too!Huh, I had to double check my Amazon listing to make sure I got the 3.0 (I did) and you're correct. The pictures showed solid silicone. However I just installed my 3.0 two days ago and the boot is cut on both sides for me. I have my thermistor and heater installed on the right side currently. Weird. printing your duct right now!Dang! I'm so jealous!!! I'm really glad to hear they changed the sock though. It was quite annoying when I first got it and could no longer use any of my ducts, nor really anyone else's for that matter."", ""Huh, I had to double check my Amazon listing to make sure I got the 3.0 (I did) and you're correct. The pictures showed solid silicone. However I just installed my 3.0 two days ago and the boot is cut on both sides for me. I have my thermistor and heater installed on the right side currently. Weird. printing your duct right now!Dang! I'm so jealous!!! I'm really glad to hear they changed the sock though. It was quite annoying when I first got it and could no longer use any of my ducts, nor really anyone else's for that matter."", ""Dang! I'm so jealous!!! I'm really glad to hear they changed the sock though. It was quite annoying when I first got it and could no longer use any of my ducts, nor really anyone else's for that matter.""]]",0,0,6,"by Sulfuron41 February 03, 2023",https://www.thingiverse.com/thing:5831182,5831182,https://cdn.thingiverse.com/assets/0f/8b/92/30/61/card_preview_244013a8-b0a9-422c-8aa7-b980a37b6472.png
Cassette Tape Synth,KyleMohr,6,"['arcade', 'arcade button', 'button', 'cassette', 'cassette tape', 'diy', 'DIY electronics', 'music', 'musical instrument', 'synth', 'synthesizer', 'tape']",0,[],0,0,6,"by KyleMohr January 24, 2023",https://www.thingiverse.com/thing:5809674,5809674,https://cdn.thingiverse.com/assets/62/68/f5/19/0b/card_preview_b0e9a8cc-c603-49cc-8a75-c319a6ab2648.jpg
Dual 16 inch 50 Caliber Mark 7 Naval Turret,JerrySmith_598,6,"['16 in', '16 inch', '16in', '16inch', 'battleship', 'gun', 'naval', 'navy', 'turret', 'uss']",0,[],0,0,2,"by JerrySmith_598 January 26, 2023",https://www.thingiverse.com/thing:5813642,5813642,https://cdn.thingiverse.com/assets/a4/a7/d4/8c/1f/card_preview_4e2474eb-e356-4a4b-a17f-0bb3333af90f.png
inq block - terrain,jimjimjimmyjim,6,['Terrain'],0,[],0,0,6,"by jimjimjimmyjim January 30, 2023",https://www.thingiverse.com/thing:5822531,5822531,https://cdn.thingiverse.com/assets/ae/e4/30/37/d6/card_preview_27951ea2-c9a8-443f-a5cb-cbd94137f1cc.png
Polikarpov TIS,DeltaGamma,6,"['airplane', 'plane', 'Polikarpov', 'russian', 'soviet', 'Tig ma', 'ussr', 'war thunder', 'WW2', 'WWII']",0,[],0,0,6,"by DeltaGamma January 27, 2023",https://www.thingiverse.com/thing:5815104,5815104,https://cdn.thingiverse.com/assets/09/f0/ea/c9/c6/card_preview_a4b4c29e-fea5-4bf2-bfaa-610b500fa1bf.png
