title,name,likes,tags,commentsCount,comments,makes,remixes,apps,date,url,id,img
The Closable AirGrid,Makangry,45,"['Airduct', 'box', 'closable', 'grid', 'honeycomb', 'Ventilation']",0,[],0,0,4,"by Makangry February 05, 2023",https://www.thingiverse.com/thing:5835385,5835385,https://cdn.thingiverse.com/assets/e9/67/21/00/1a/card_preview_90fd2d18-eca3-4091-994c-8aa652100815.jpg
Warforged Made of Mimics,jon_shong,45,[],0,[],0,0,6,"by jon_shong February 04, 2023",https://www.thingiverse.com/thing:5833704,5833704,https://cdn.thingiverse.com/assets/78/aa/30/23/4c/card_preview_ddad62ff-0f3f-48ad-b66f-541a4e5592f1.jpg
Bear Brick version 2,jayjaysculpt,45,"['bearbrick', 'collectible', 'toy']",7,"[['I printed the peg for the legs, and it is to small is there something i am missing.'], ['Good morning, do you have the files for the arms?', 'yes , just uploaded, sorry for the error'], ['Im trying to print the legs, but I cant get it to render support for the inserts in the feet, can you make a file with support?', 'you need to crank up your infill density / orientation until the insert is printed on the infill'], [""salut super model j'adore, par contre il manque les bras dans les fichiers non ?"", ""bonjour monsieur / madame, je viens de télécharger les bras, désolé pour l'erreur,"", 'Comment has been deleted']]",0,0,4,"by jayjaysculpt February 07, 2023",https://www.thingiverse.com/thing:5613582,5613582,https://cdn.thingiverse.com/assets/41/24/10/7b/5f/card_preview_250f64f1-ce1c-4c9b-b3ff-e72f0454476d.jpg
SDKFZ 250 9 easy print,WindhamGraves,45,[],0,[],0,0,4,"by WindhamGraves February 10, 2023",https://www.thingiverse.com/thing:5846665,5846665,https://cdn.thingiverse.com/assets/ec/5a/7d/c4/2c/card_preview_6262ee73-0f3e-4817-9eda-9f69e15ea1fc.png
Love Puzzle,AnkerMake3DP,45,"['love', 'valentines day']",0,[],0,0,0,"by AnkerMake3DP February 09, 2023",https://www.thingiverse.com/thing:5843870,5843870,https://cdn.thingiverse.com/assets/20/6d/c4/01/15/card_preview_9af0ef2b-19ca-4280-9022-97103e57e796.jpeg
Mustang GT RC Car Body 1/10 Scale,Donovanvillegas,45,[],0,[],0,0,1,"by Donovanvillegas January 24, 2023",https://www.thingiverse.com/thing:5810330,5810330,https://cdn.thingiverse.com/assets/28/a7/63/98/e4/card_preview_73e07498-cdcc-4fdb-ab56-44dfa5707e2e.png
Flask for flasklock prop,cgapeart,44,"['alchemy', 'flask', 'prop']",5,"[['Nice idea! The glass bottles are also very heavy, and a bit of a strain on the magnetic clasp. How did you create the wood effect on the grip and underbarrel?', ""The photo on this thing only had the browns applied to the 'wood' parts. https://www.thingiverse.com/make:1082714 has the final picture where I added the antiqueing colors (black, red, green, and yellow, all applied somewhat randomly and wiped back untill just traces remain), and then the layer of gloss clear spray paint to seal and finish it."", 'I used a couple of layers of different shades of brown acrylic paints, with a fair bit of wiping back the wet paint - especially on the darker shades, so it would settle into the layer lines a bit and give a more natural variation. One that was dry, I added some red and black, also wiped back to make it look more grungy and used. I then finished it off with a clear gloss spray paint layer.'], ['Updated to narrow the neck a little.'], ['I posted to soon. The brim at the neck of the piece is a shade big to fit in the prop. Update coming tomorrow.']]",0,0,6,"by cgapeart January 23, 2023",https://www.thingiverse.com/thing:5808658,5808658,https://cdn.thingiverse.com/assets/9d/d9/82/48/ab/card_preview_b3899988-ba9b-4cb5-9d0b-9a0920786bea.jpg
HO Scale Wooden Grain Elevator,kabrumble,44,[],0,[],0,0,6,"by kabrumble January 30, 2023",https://www.thingiverse.com/thing:5821644,5821644,https://cdn.thingiverse.com/assets/27/52/5f/68/f3/card_preview_dd597894-9aa0-4f80-b394-d6d072875c7d.jpg
Rubber Band Gun - Semi Auto - Fully Printed,SanfordPrime,44,"['america', 'fun', 'gun', 'handheld', 'pistol', 'revolver', 'rubberband', 'Rubberband gun', 'semiauto', 'semiautomatic', 'shooter', 'toy', 'trigger']",0,[],0,0,6,"by SanfordPrime February 14, 2023",https://www.thingiverse.com/thing:5853523,5853523,https://cdn.thingiverse.com/assets/b4/c1/f5/9b/e6/card_preview_4aec9f80-037f-4bd9-9ca5-b732dc23cbc4.jpg
Lucky 13 Figure By Josef PRUSA,pondik149,44,[],3,"[['My guy, credit the original creator of this model. He put in a lot of work'], ['https://www.printables.com/model/148367-lucky-13-printable-jointed-figure'], ['Comment has been deleted'], ['its so cool']]",0,0,6,"by pondik149 February 13, 2023",https://www.thingiverse.com/thing:5853042,5853042,https://cdn.thingiverse.com/assets/8c/46/7c/50/5b/card_preview_3c181588-cbbc-4791-9b37-f130b90acfde.jpeg
Fully-Printed Parallel Pliers,ArteusDesignWorks,44,"['fully printable', 'jaws', 'parallal', 'parallel pliers', 'pliers', 'printable']",1,"[[""Seeing as I'll never own a Pask pair, these have to be the next best thing, if slightly less versatile.""]]",0,0,6,"by ArteusDesignWorks February 10, 2023",https://www.thingiverse.com/thing:5845596,5845596,https://cdn.thingiverse.com/assets/cd/0c/20/37/ac/card_preview_319730bd-dd0a-4249-8cc5-edeef335099b.png
Ikea Lack - leg bracket / stiffening,tomi992,44,"['bracket', 'enclosure', 'ikea', 'ikea lack', 'lack', 'table', 'tabletop']",0,[],0,0,4,"by tomi992 January 30, 2023",https://www.thingiverse.com/thing:5822442,5822442,https://cdn.thingiverse.com/assets/f0/8b/f5/56/34/card_preview_b90434db-50f2-4246-a9c8-e8492d7eaa63.png
Fases de la Luna para colgar,WarriorSoto,43,"['colgar', 'frame', 'luna']",0,[],0,0,6,"by WarriorSoto February 05, 2023",https://www.thingiverse.com/thing:5836551,5836551,https://cdn.thingiverse.com/assets/d0/ee/50/3d/ea/card_preview_625eda73-a432-4653-b30a-dcd3f9eed753.png
Hipster giraffe,mishkin2,43,[],0,[],0,0,4,"by mishkin2 February 07, 2023",https://www.thingiverse.com/thing:5839409,5839409,https://cdn.thingiverse.com/assets/5f/98/eb/80/88/card_preview_1788d01d-f6c2-4b37-afe9-2d230e16f613.png
Sikorsky MH-53 Pave Low,AirTeuteu,43,['Helicopter'],3,"[['Are Supports Recomended?', ""yes always... minimum possible, but add always support for part that are strongly in empty place (i often use between 50° and 75°, depend of the speed and size of the part)i've post a make if you want to see the result\nhttps://www.thingiverse.com/make:1086139"", ""i've post a make if you want to see the result\nhttps://www.thingiverse.com/make:1086139""]]",1,0,6,"by AirTeuteu January 27, 2023",https://www.thingiverse.com/thing:5816073,5816073,https://cdn.thingiverse.com/assets/a3/d0/48/39/fa/card_preview_54189bc0-852a-41d7-8bb8-3d4702d90f68.png
Rubber Duck Pencil Holder,3D_Eder,43,"['cool', 'cute', 'Desk organizer', 'duck', 'goose', 'holder', 'nice', 'pencil holder', 'reliable', 'rubber duck']",0,[],0,0,4,"by 3D_Eder February 05, 2023",https://www.thingiverse.com/thing:5836143,5836143,https://cdn.thingiverse.com/assets/9d/16/3c/3c/8c/card_preview_1a9847a2-8b3d-4ad3-9059-1ab3cc5337e0.JPG
Temperature Humidity Meter Stand,PLAUK,43,"['humidity', 'humidity sensor', 'sensor', 'stand', 'temperature', 'temperature sensor']",0,[],0,0,6,"by PLAUK February 14, 2023",https://www.thingiverse.com/thing:5855062,5855062,https://cdn.thingiverse.com/assets/c0/02/fc/49/46/card_preview_a917be26-56ed-47a1-b1a7-3f535fd05a31.jpg
the klaw,jimjimjimmyjim,43,"['Brita', 'container', 'flask']",0,[],0,0,6,"by jimjimjimmyjim January 23, 2023",https://www.thingiverse.com/thing:5806720,5806720,https://cdn.thingiverse.com/assets/54/a1/f9/e7/d0/card_preview_6bbe9257-4612-4101-ad42-9d1fa751b70b.png
Paper Towel Holder,Spocki990,42,"['Ablage', 'alu', 'alufolie', 'Aluminium', 'aluminiumfolie', 'baking', 'Baking Paper', 'container', 'foil', 'Frischhaltefolie', 'halter', 'holder', 'kitchen', 'kitchen tool', 'Kitchen Utensils', 'Kche', 'Kchenhelfer', 'organizer', 'paper', 'Paper towel', 'towel', 'towel holder']",0,[],0,0,4,"by Spocki990 January 22, 2023",https://www.thingiverse.com/thing:5804479,5804479,https://cdn.thingiverse.com/assets/28/5c/b5/0a/70/card_preview_1df35462-caa5-456a-8b69-4e8e1911f9ec.jpg
Blacksmith Bear,Calrais,42,"['32mm', 'anvil', 'bear', 'blacksmith', 'Smith', 'tabletop gaming']",0,[],0,0,4,"by Calrais February 05, 2023",https://www.thingiverse.com/thing:5836702,5836702,https://cdn.thingiverse.com/assets/82/89/af/03/77/card_preview_26128282-47fa-49cc-87da-8d2ed669e23f.jpg
Half Pint BIG MINI: modular fingerboard mini ramp,Half_Pint_FB,42,"['board', 'finger', 'fingerboard', 'Fingerskate', 'half pint', 'halfpint', 'mini', 'miniramp', 'ramp', 'skateramp', 'tech deck']",3,"[['I really like the idea!! I’m currently printing two wide flats and 2 quarters with a bank. I’ll report back with what I think', 'Awesome! You\'ll need to link up 3 of those ""S"" pieces to to make a segment, then you can add that 3-piece with the side connections. They will not match properly to the ""L"" pieces front connections.'], ['Thank you so much for posting this. I will report back with results!']]",0,0,4,"by Half_Pint_FB January 26, 2023",https://www.thingiverse.com/thing:5814394,5814394,https://cdn.thingiverse.com/assets/6e/39/54/58/23/card_preview_a8b0c3bd-7c5d-4295-8075-8d9df7034103.jpg
Objective Markers,Udos3DWorld,42,"['tabletop terrain', 'Tabletopwargaming', 'Terrain', 'wargaming', 'tabletop', 'wargaming terrain']",0,[],0,0,4,"by Udos3DWorld February 10, 2023",https://www.thingiverse.com/thing:5844062,5844062,https://cdn.thingiverse.com/assets/71/c3/bf/49/a0/card_preview_08649d62-85be-43c2-a427-c557734961b5.jpg
Marble Kit 3.0,sergiode21,42,[],0,[],0,0,4,"by sergiode21 January 29, 2023",https://www.thingiverse.com/thing:5820998,5820998,https://cdn.thingiverse.com/assets/24/a1/4d/57/55/card_preview_0adfb510-d901-4a12-a78b-4b0a41608fe9.jpg
small poke ball - monster ball,kihunpark,42,"['monster', 'poke', 'pokeball', 'pokemon']",0,[],0,0,6,"by kihunpark February 10, 2023",https://www.thingiverse.com/thing:5845969,5845969,https://cdn.thingiverse.com/assets/43/1f/c8/4c/16/card_preview_a50995bb-1dad-430c-9aca-845e54a28088.jpg
HO Scale The Silverdale,kabrumble,42,[],0,[],0,0,6,"by kabrumble January 30, 2023",https://www.thingiverse.com/thing:5821619,5821619,https://cdn.thingiverse.com/assets/3c/31/e1/94/2f/card_preview_60b6eceb-968a-49ae-920f-4c871270f972.jpg
Model T Touring easy print,WindhamGraves,41,[],0,[],0,0,4,"by WindhamGraves February 13, 2023",https://www.thingiverse.com/thing:5852295,5852295,https://cdn.thingiverse.com/assets/07/e6/c5/b3/7f/card_preview_ce002f4e-2468-40c4-9b68-3789ab62bd8a.jpg
Teddy Bear Mimic,mz4250,41,"['mimic', 'teddy bear']",1,[['I love this and will have to make one as a crochet project']],0,0,6,"by mz4250 February 12, 2023",https://www.thingiverse.com/thing:5850595,5850595,https://cdn.thingiverse.com/assets/84/af/50/6d/36/card_preview_539fe68a-9187-431c-b27c-4e8546047ec3.JPG
Audi Sport quattro S1E2 Speedline Wheel (1/10 RC),legoadk,41,"['Audi', 'GroupB', 'openrc', 'quattro', 'rally', 'RC Car', 'Speedline', 'tamiya', 'wheel']",0,[],1,0,6,"by legoadk January 27, 2023",https://www.thingiverse.com/thing:5815098,5815098,https://cdn.thingiverse.com/assets/c2/b4/26/f6/c8/card_preview_a5702db4-35b1-45b6-8f53-ada1a312cf1f.jpg
Ender 3 S1 Bed Cable Chain,Achaios,41,"['bed chain', 'cable chain', 'chain', 'ender 3 s1']",0,[],0,0,4,"by Achaios February 04, 2023",https://www.thingiverse.com/thing:5834115,5834115,https://cdn.thingiverse.com/assets/a8/2d/37/30/2a/card_preview_1c7d899f-73d2-4d58-bf92-ce883505d70c.jpg
Star Wars LED lamp,onyshchukv,41,[],0,[],0,0,6,"by onyshchukv February 14, 2023",https://www.thingiverse.com/thing:5854447,5854447,https://cdn.thingiverse.com/assets/9c/59/04/7b/01/card_preview_a2f2d501-f732-41ad-a899-1c67be4449e4.jpeg
Crab Pen Holder,ThingsWithTopHats,41,"['crab', 'hat', 'pen holder', 'tophat']",1,[['someone can cut off part of the head under the hat? Otherwise the supports do not reach the top of the cylinder + extra plastic consumption...']],0,0,6,"by ThingsWithTopHats February 10, 2023",https://www.thingiverse.com/thing:5845720,5845720,https://cdn.thingiverse.com/assets/d3/35/47/03/90/card_preview_0d72ff10-7b75-4cd0-8bc8-c1a234555d04.png
Parkside 125mm Barbeque Blower Fan,ErCanEverything,40,[],4,"[[""that is amazing. can't believe I haven thought of this. recon it will work on a milwaukee grinder""], ['Hi, hast du das aus PLA gemacht?', 'Yes I printed it with a PLA Filament.OK thaks a lot', 'OK thaks a lot']]",0,0,6,"by ErCanEverything February 11, 2023",https://www.thingiverse.com/thing:5846186,5846186,https://cdn.thingiverse.com/assets/e8/6d/1a/34/b0/card_preview_74586686-9753-4b28-9bc5-a3b1a009d9f5.png
Articulated Alligator,billcaster,40,[],0,[],0,0,6,"by billcaster February 13, 2023",https://www.thingiverse.com/thing:5853190,5853190,https://cdn.thingiverse.com/assets/07/19/ec/6f/99/card_preview_d371d004-739a-4efa-b1eb-e1dc1ed12238.png
Braille ABC Card (Blinden ABC),banglabastler,40,"['braille', 'educational']",0,[],0,0,6,"by banglabastler February 08, 2023",https://www.thingiverse.com/thing:5842443,5842443,https://cdn.thingiverse.com/assets/75/17/68/df/a2/card_preview_bbc99c55-1c36-4813-941c-8394a0d734ce.png
Chevy CMP FAT easy print,WindhamGraves,40,[],1,"[[""What an extraordinary amount of detail it has. It's great; Congratulations.""]]",0,0,4,"by WindhamGraves February 15, 2023",https://www.thingiverse.com/thing:5857035,5857035,https://cdn.thingiverse.com/assets/5a/f8/60/7a/41/card_preview_a2f3642a-4749-4439-882a-5a00cbfbcb53.jpg
LED Wall Lights,hybridflux,40,"['LED', 'LED light', 'led mount', 'led strip', 'WLED']",0,[],0,0,6,"by hybridflux January 27, 2023",https://www.thingiverse.com/thing:5816248,5816248,https://cdn.thingiverse.com/assets/1d/6d/9a/12/3c/card_preview_c9f636fd-2082-4d17-902a-00fe988123c2.png
Pinecil soldering station,eriksalo,39,"['pinecil', 'soldering iron', 'soldering station', 'solering']",6,"[['I have not used flexible coolant pipe before. Are you able to adjust the length? I have not found any on amazon.com that are short enough to fit in the case. 12"" length is the shortest I have been able to find. This is a great design. Thanks for sharing it.', 'The links snap apart and back together again. You can make them any size you want.'], ['Is there a pin through the hinges or do they snap together?', 'The hinges are held together with a short length of filament.'], ['Could you include mention of the design you remixed from?', 'https://www.thingiverse.com/thing:4571953']]",0,0,6,"by eriksalo February 04, 2023",https://www.thingiverse.com/thing:5834083,5834083,https://cdn.thingiverse.com/assets/cf/75/4e/ff/26/card_preview_5f780036-27cb-4289-89da-d0d0ac7cfee1.png
Hotwheels vertical holder,Benoit-Vlt,39,"['car', 'Car model', 'collection', 'holder', 'Hotwheel', 'hotwheels', 'micro car', 'miniature', 'vertical']",0,[],1,0,6,"by Benoit-Vlt January 25, 2023",https://www.thingiverse.com/thing:5812324,5812324,https://cdn.thingiverse.com/assets/38/56/d0/57/51/card_preview_24f81d88-473f-41b8-a6b8-c02da7c8f8da.png
FirePlace_Style1,SteveMiniCreations,39,"['dollhouse', 'doll furniture', 'fireplace', 'Minitures']",0,[],0,0,6,"by SteveMiniCreations January 23, 2023",https://www.thingiverse.com/thing:5807739,5807739,https://cdn.thingiverse.com/assets/0a/24/a4/38/34/card_preview_08f2790b-6a15-4079-8f11-40e698acd53d.png
model rocket launch control box,mrmacsmg,39,"['box', 'Control box', 'Estes', 'launcher', 'LaunchPad', 'model rocket']",0,[],0,0,6,"by mrmacsmg February 06, 2023",https://www.thingiverse.com/thing:5834814,5834814,https://cdn.thingiverse.com/assets/1d/31/33/6f/ef/card_preview_aa1eb392-3933-467a-9a0c-a7b568a7cc98.jpg
MUSCLE DUGTRIO,ganganchen,39,"['body', 'brown', 'dugtrio', 'figure', 'free', 'funny', 'meme', 'muscle', 'pokemon', 'toy']",0,[],0,0,4,"by ganganchen February 08, 2023",https://www.thingiverse.com/thing:5843390,5843390,https://cdn.thingiverse.com/assets/d4/77/2d/8e/ef/card_preview_1211b76d-177d-48c9-8374-12a4ab8be2dc.png
"Surya, the Sun Face",MakingGodsOfIndia,39,[],0,[],0,0,3,"by MakingGodsOfIndia February 05, 2023",https://www.thingiverse.com/thing:5835238,5835238,https://cdn.thingiverse.com/assets/34/8c/6d/aa/d5/card_preview_ed69366c-8981-4046-8fb3-f94fef354f40.jpg
Raccoon head lapel pin,itsprestonm,39,[],0,[],0,0,6,"by itsprestonm February 04, 2023",https://www.thingiverse.com/thing:5832709,5832709,https://cdn.thingiverse.com/assets/15/ea/35/6b/92/card_preview_94fd7c00-065c-4bc2-8bd0-5d2f171d21c6.png
"MODERN WALLET FOR CARDS, BILLS AND COINS (NO GLUE/NO SCREWS)",DiegoPastrana,39,"['accessories', 'card', 'Cards', 'coin', 'dollar', 'euro', 'Europa', 'minimalist', 'minimalist wallet', 'money', 'personal', 'save', 'simple', 'slim', 'slim wallet', 'wallet']",5,"[['Request, could you please provide some instructions on how the piece come together? It is not obvious to me when looking at the pieces. Thanks in advances.Request to consider a different way to keep bills - not rolled up but perhaps folded into a large compartment which opens (not sure how to design that).', 'Greetings, I just uploaded 3 images of how the pieces are placed, I hope they help you :PWonderful !!! Thanks. Appreciate the time.', 'Wonderful !!! Thanks. Appreciate the time.'], ['I think that bill folding method would not be practical in a day-to-day use.', 'I think it depends on the needs of the person who uses it and of course their preferences. As far as I am concerned in my use at least it has been quite comfortable and practical']]",0,0,3,"by DiegoPastrana February 12, 2023",https://www.thingiverse.com/thing:5850971,5850971,https://cdn.thingiverse.com/assets/6a/ab/99/1d/e3/card_preview_64ebd594-e072-4f5a-846b-e1f92c4c33d8.jpg
MUSCLE DUGTRIO,ganganchen,39,"['body', 'brown', 'dugtrio', 'figure', 'free', 'funny', 'meme', 'muscle', 'pokemon', 'toy']",0,[],0,0,4,"by ganganchen February 08, 2023",https://www.thingiverse.com/thing:5843390,5843390,https://cdn.thingiverse.com/assets/d4/77/2d/8e/ef/card_preview_1211b76d-177d-48c9-8374-12a4ab8be2dc.png
Toilet paper & phone holder,ssjoco,39,[],0,[],1,0,6,"by ssjoco February 05, 2023",https://www.thingiverse.com/thing:5835593,5835593,https://cdn.thingiverse.com/assets/dd/f5/32/77/b4/card_preview_1bb9a54f-aa42-4c81-aa57-ea970bae8af9.jpg
Multiples parts Remix For SciFi Small Part Storage Crates,Nicolas1167,39,[],0,[],0,0,1,"by Nicolas1167 February 12, 2023",https://www.thingiverse.com/thing:5843753,5843753,https://cdn.thingiverse.com/assets/f1/0a/c0/06/8e/card_preview_35aa1dd4-f441-4646-94d4-7c499b586175.jpg
Hover parts for Scifi Mods,WindhamGraves,38,[],0,[],0,0,4,"by WindhamGraves February 09, 2023",https://www.thingiverse.com/thing:5844425,5844425,https://cdn.thingiverse.com/assets/fa/a7/bf/49/0a/card_preview_48dd12bc-ac5d-4d73-8d2a-d58b59c0f031.jpg
Basic pen,acc_24376,38,"['fountain pen', 'fountain pens', 'pen']",0,[],0,0,4,"by acc_24376 January 24, 2023",https://www.thingiverse.com/thing:5806100,5806100,https://cdn.thingiverse.com/assets/48/c1/44/a2/99/card_preview_16139cf3-6885-4bf2-8442-b759064a6f80.jpg
Bricked Dice Box,hillbilly1806,38,[],0,[],0,0,6,"by hillbilly1806 February 06, 2023",https://www.thingiverse.com/thing:5838359,5838359,https://cdn.thingiverse.com/assets/8b/bf/df/02/11/card_preview_8d19c4ae-2ea6-4916-9ebb-58b75e6c19c6.jpg
Radial die,Route3d6,38,"['dice', 'Die', 'game']",0,[],0,0,6,"by Route3d6 February 10, 2023",https://www.thingiverse.com/thing:5846898,5846898,https://cdn.thingiverse.com/assets/d7/0a/39/e9/57/card_preview_02245ade-9ea7-457f-93e8-8d8f6d50160e.jpg
Headset Cat Ears - Razer Kraken compatible,SLaM3DPrintLab,38,"['cat ears', 'cute', 'dva', 'family', 'Gudetama', 'hiddengudetama', 'manga', 'Overwatch', 'Razer', 'Razer headset', 'razer toaster', 'Read is Donate', 'slam3dprintlab', 'toaster', 'Video games']",0,[],0,0,6,"by SLaM3DPrintLab January 31, 2023",https://www.thingiverse.com/thing:5824205,5824205,https://cdn.thingiverse.com/assets/b7/8f/b3/2b/70/card_preview_be866874-9dea-4dab-8829-beabc3df4cd5.JPG
