title,name,likes,tags,commentsCount,comments,makes,remixes,apps,date,url,id,img
Juntas para muebles / joints for furniture,FsLife,18,"['box', 'drawer', 'furniture', 'Gaveta', 'junction', 'junta', 'madera', 'mueble', 'muebles', 'union', 'wood', 'woodworking']",0,[],0,0,6,"by FsLife February 02, 2023",https://www.thingiverse.com/thing:5828362,5828362,https://cdn.thingiverse.com/assets/0b/a8/ac/74/bb/card_preview_3518bacc-9dc2-4a42-9c1a-d9ceb2c0b321.jpg
NOOZLE COOLING AIR DUCT FOR ENDER 3 NEO / ENDER 3 V2 NEO Clearance,lonewolfsstuck,18,"['Ender 3', 'ender 3 v2', 'ender 3 v2 neo']",0,[],0,0,3,"by lonewolfsstuck January 31, 2023",https://www.thingiverse.com/thing:5824253,5824253,https://cdn.thingiverse.com/assets/ad/66/b9/84/6d/card_preview_c47409c0-af2c-4bc9-b015-bebcc1f00515.png
Toroidal-Esque Propellers,btribit,17,"['Drones', 'drone propellers', 'propellers']",0,[],0,0,6,"by btribit January 30, 2023",https://www.thingiverse.com/thing:5821968,5821968,https://cdn.thingiverse.com/assets/c7/3c/e5/fa/19/card_preview_5ca94462-6900-412d-ad84-a8b30f46beb3.png
"""Lil Shuttle Craft"" by @spacegooose",PapaPandamonium,17,"['3D printing', 'cute', 'lasercut', 'shuttle', 'Spaceship', 'spaceshuttle', 'stand', 'starship']",0,[],0,0,4,"by PapaPandamonium February 09, 2023",https://www.thingiverse.com/thing:5844927,5844927,https://cdn.thingiverse.com/assets/ec/55/f9/7d/18/card_preview_f8e422c2-2912-429e-86ef-2f0ec400840d.jpg
25 Litre water container replacement cap and funnels,sacreblube,17,"['25 litre', '25L', '25L container cap', 'jerry can', 'replacement cap']",0,[],0,0,4,"by sacreblube January 29, 2023",https://www.thingiverse.com/thing:5819631,5819631,https://cdn.thingiverse.com/assets/7c/81/3a/0e/04/card_preview_4cee75d7-3ffd-476b-a45a-4b432ebb9442.png
angel of death - bust,jimjimjimmyjim,17,['bust'],0,[],0,0,6,"by jimjimjimmyjim February 10, 2023",https://www.thingiverse.com/thing:5847548,5847548,https://cdn.thingiverse.com/assets/22/4e/91/16/fb/card_preview_23525355-796b-4678-a070-f79a5556c27f.png
trx4m (park modules),Slash3d,17,"['RC Car', 'rock', 'traxxas', 'trx4m']",0,[],0,0,6,"by Slash3d February 03, 2023",https://www.thingiverse.com/thing:5831739,5831739,https://cdn.thingiverse.com/assets/e9/67/c2/0d/0c/card_preview_d05b542c-f11d-46d8-826c-15a9ebf25aaf.png
doctor who weeping angel,lucymoffitthick,17,[],0,[],1,0,6,"by lucymoffitthick January 29, 2023",https://www.thingiverse.com/thing:5819799,5819799,https://cdn.thingiverse.com/assets/03/8d/f7/e4/fe/card_preview_beb64d41-8039-4760-ba87-e4fb4f3e0e4d.jpg
statues - terrain,jimjimjimmyjim,17,['Terrain'],0,[],0,0,6,"by jimjimjimmyjim January 30, 2023",https://www.thingiverse.com/thing:5822518,5822518,https://cdn.thingiverse.com/assets/cc/6f/64/b6/5b/card_preview_a975a6cf-050b-477a-8d1d-eb889477dce6.png
Lego Stormtrooper paper holder torso print design,hacka78,17,"['LEGO', 'Stormtrooper', 'toilet paper holder']",0,[],0,0,6,"by hacka78 February 04, 2023",https://www.thingiverse.com/thing:5834709,5834709,https://cdn.thingiverse.com/assets/80/52/ae/b9/df/card_preview_fc5dbbb6-4aa5-45e5-aacf-fca51c5ca6c6.jpg
Gameboy DMG DS Lite Macro Complete Shell (DMG lense compatible),BozModz,17,"['Bozmodz', 'Custom Handheld', 'DMG', 'dmg-01', 'ds lite', 'dsl', 'Gameboy', 'gameboy advance', 'gameboy advance sp', 'gameboy color', 'gba', 'macro shell', 'NDS', 'NES', 'nintendo']",1,"[['Lo he impreso 3 veces, dos en pla+ y una en PETG y decir que se descuadra la base donde asientan las gomas de contactos tanto de la cruceta como del boton A B']]",1,0,4,"by BozModz January 29, 2023",https://www.thingiverse.com/thing:5820176,5820176,https://cdn.thingiverse.com/assets/8a/a3/63/5f/70/card_preview_f0f8c9bb-a8b2-4d2a-a5a0-bf3a3bb0e868.png
WARCRAFT GNOME,SLaM3DPrintLab,17,"['blizzard', 'cute', 'design', 'digital design', 'engineer', 'gnome', 'miniature', 'Nomad', 'original', 'pc games', 'pink', 'pink hair', 'Sculpted', 'tiny', 'videogame', 'warcraft', 'world of warcraft']",0,[],0,0,6,"by SLaM3DPrintLab February 03, 2023",https://www.thingiverse.com/thing:5831176,5831176,https://cdn.thingiverse.com/assets/47/0b/9a/73/76/card_preview_8bac577c-e44f-4efe-90ed-574d29af445d.png
Star Wars Ring,jrepp,17,[],0,[],0,0,6,"by jrepp February 14, 2023",https://www.thingiverse.com/thing:5853500,5853500,https://cdn.thingiverse.com/assets/15/7c/df/0e/09/card_preview_10c7ad9a-4c0a-44fe-ae48-ac2eb777a9db.png
28 mm Books for Modular Shelf (remix),PKWorks,17,"['28mm', '28mmscale', 'book', 'books', 'Bookshelf', 'DandD', 'dnd', 'dungeons and dragons', 'mini', 'miniature 28mm', 'shelf', 'tabletop']",0,[],0,0,3,"by PKWorks February 05, 2023",https://www.thingiverse.com/thing:5834968,5834968,https://cdn.thingiverse.com/assets/2b/a4/70/9e/ca/card_preview_da3b5955-d97f-4fbd-b6b4-2fb4b3e1d83c.png
Bambu P1P Pixel case mod,jasonthebombero,17,"['8bit', 'bambu', 'Classic game', 'p1p', 'PacMan', 'pacman arcade', 'pacman game', 'Pixel case']",0,[],0,0,3,"by jasonthebombero January 23, 2023",https://www.thingiverse.com/thing:5806816,5806816,https://cdn.thingiverse.com/assets/29/8b/d1/d9/10/card_preview_b6a26c39-ee38-4cd1-9a7c-ac66890af360.JPEG
wrist rest glide (carpio v2.0 copy),S_pilot,17,"['carpal', 'carpal tunnel', 'computer', 'ergonomic', 'glider', 'mouse', 'mousepad', 'rest', 'support', 'wrist']",0,[],0,0,6,"by S_pilot February 10, 2023",https://www.thingiverse.com/thing:5846851,5846851,https://cdn.thingiverse.com/assets/3c/35/30/6e/c6/card_preview_60cba2e4-0dc9-497e-8357-a2d66cad0202.png
Warhammer 40k custom Hellhound tank,Forge_Master64,17,"['astra militarum', 'Germany', 'guardsmen', 'imperial guard', 'warhammer 40k', 'world war 2', 'WW2']",0,[],0,0,6,"by Forge_Master64 January 24, 2023",https://www.thingiverse.com/thing:5809875,5809875,https://cdn.thingiverse.com/assets/8b/14/43/36/68/card_preview_63d81dd4-c5b3-4b6c-bd32-461760fde63a.png
Pipe Support 20mm PVC Flush Mount Clip,PabloRomero87,17,[],0,[],0,0,6,"by PabloRomero87 February 02, 2023",https://www.thingiverse.com/thing:5829353,5829353,https://cdn.thingiverse.com/assets/c7/38/8c/80/5f/card_preview_f42634e5-defc-4490-adf4-bb060e8aba25.png
Elemental of Darkness,feudriquec,17,"['confrontation', 'darkness', 'elemental', 'immortal', 'rackham', 'ragnarok', 'summon']",0,[],0,0,4,"by feudriquec January 29, 2023",https://www.thingiverse.com/thing:5819502,5819502,https://cdn.thingiverse.com/assets/bd/91/80/28/4e/card_preview_bd290de6-409d-472e-a27f-88caa30d6f0f.png
Bijuus Naruto,Carvalho243,17,[],2,"[['Sir, are you gona put here the rest of the Bijus? and the other 4 tails missing on 9 tails? or sell?\nThank you.', 'Hi! The other tailed bests and the full Kurama are on the .zip on the files section ;)']]",0,0,4,"by Carvalho243 February 08, 2023",https://www.thingiverse.com/thing:5843538,5843538,https://cdn.thingiverse.com/assets/d2/98/8f/a9/50/card_preview_9879d35a-965e-45d6-ac17-8687a526cbd4.png
Happy Heart Sitting Pot,Tomo_designs,17,"['cute', 'easy', 'gift', 'girlfriend', 'hands', 'happy', 'love', 'plant', 'pot', 'sitting']",0,[],0,0,3,"by Tomo_designs February 11, 2023",https://www.thingiverse.com/thing:5848244,5848244,https://cdn.thingiverse.com/assets/9b/63/34/5f/b4/card_preview_f79b9170-5d38-49b5-985a-ab711e94287f.jpg
Borderlands – Vladof Mass Grenade,MaksimV13,17,"['28mm', '40k', 'borderlands', 'borderlands 2', 'Grenade', 'imperial guard', 'miniature 28mm', 'Russia', 'soviet', 'soviet russia', 'valhallan', 'valhallanicewarriors', 'warhammer', 'warhammer 40k', 'WH40K']",0,[],0,0,0,"by MaksimV13 February 13, 2023",https://www.thingiverse.com/thing:5852841,5852841,https://cdn.thingiverse.com/assets/42/31/9c/a3/80/card_preview_2d98a8b4-b709-4c56-92be-69fd05c69ff6.jpg
Nürburgring Logo,wdrus,17,[],0,[],0,0,6,"by wdrus January 31, 2023",https://www.thingiverse.com/thing:5824282,5824282,https://cdn.thingiverse.com/assets/9f/49/5c/74/ec/card_preview_bbff57f9-bfee-4325-b8ed-54358e852e6e.jpg
Star wars Jabba palace objects,3duzaycustoms,17,"['boba fett', 'Jabbas Palace', 'Jabba the hutt', 'star wars']",2,"[['very beautiful object. thanks'], [""WHOA! Super King Nerd. Most Nerds, Who Waste Their Lives, Wouldn't Even Waste Their Lives On This. You Are a Hero. LOL!""]]",0,0,6,"by 3duzaycustoms January 30, 2023",https://www.thingiverse.com/thing:5820501,5820501,https://cdn.thingiverse.com/assets/64/5b/a4/d0/31/card_preview_bf495b01-8ad5-41db-9621-2280a3929f08.jpg
"Dinghy 'Dover Rover' 1:87 scale, 1:6 scale",CPomeroy,17,"['16', '187', '3D Scan', 'Action Man', 'beach', 'boat', 'crawler', 'dinghy', 'dover', 'fiberglass', 'Fibreglass', 'ho scale', 'model', 'Radio Control', 'radio controlled', 'RC Boat', 'rc crawler', 'rover', 'rowing', 'Rowing Boat', 'scale model', 'scan', 'Tender']",0,[],0,0,6,"by CPomeroy February 14, 2023",https://www.thingiverse.com/thing:5855256,5855256,https://cdn.thingiverse.com/assets/d1/99/a4/88/5b/card_preview_7137ba98-9a78-4077-a266-7e5b84291132.jpg
Katana Wall Stand - Version 2,Finn91,17,"['katana', 'stand']",2,"[[""Nice. I'll Have To Throw In Some Screw Holes, Easy. Thanks."", ""You can if you want, but you don't have to. I mounted mine without screws, instead using 3M Command mounting strips. So basically special tape.The advantage is, I can take it off, without leaving a mark on the wall. This way I can have my security deposit back when I move and I don't have to drill anything to a concrete wall.""]]",0,0,6,"by Finn91 February 01, 2023",https://www.thingiverse.com/thing:5827106,5827106,https://cdn.thingiverse.com/assets/fb/3b/45/dd/d0/card_preview_0a5e1e29-5a83-47d2-b364-7333f411050c.jpg
Pre-dreadnought coast guard battleship Fulminant (1877) 1/700,PC_Model_Yard,17,"['battleship', 'boat', 'ironclad', 'naval', 'naval miniature', 'naval wargames', 'ship', 'steampunk', 'steamship', 'wargame', 'wargaming', 'Warship']",0,[],1,0,6,"by PC_Model_Yard February 06, 2023",https://www.thingiverse.com/thing:5838961,5838961,https://cdn.thingiverse.com/assets/b7/e3/90/54/51/card_preview_2b39e954-4485-4822-8faa-c5b585a3f2e7.JPG
Bike Stem Alignment Tool,Carraig042,17,"['318', 'alignment', 'bicycle', 'bike', 'fork', 'stem', 'tool']",0,[],0,0,4,"by Carraig042 January 30, 2023",https://www.thingiverse.com/thing:5822900,5822900,https://cdn.thingiverse.com/assets/dd/a6/75/e8/4a/card_preview_2fe3b8c1-a873-4a9e-93c5-741219d98a2b.jpg
Wrecker Helmet(Bad Batch S2),ReProps,17,[],0,[],1,0,6,"by ReProps February 14, 2023",https://www.thingiverse.com/thing:5854546,5854546,https://cdn.thingiverse.com/assets/4d/db/e2/c2/01/card_preview_a2a6f972-0030-4d80-aaa2-4bbcf805dfa2.JPG
Man vomiting,htw112,17,"['3dprintable', 'diorama', 'human', 'miniature', 'miniatures', 'model railroad', 'Model Trains', 'puke', 'statue', 'vomit']",1,[['I realize this has a valid use. But I laughed my but off when I saw the title!']],1,0,3,"by htw112 January 31, 2023",https://www.thingiverse.com/thing:5824100,5824100,https://cdn.thingiverse.com/assets/46/57/bb/41/ca/card_preview_4391094d-ed10-47ad-9115-2608eb8f976a.png
